Date,StartDateTime,EndDateTime,Sensor,Translate01,Translate02,Message,SensorType,Activity
2013-03-07,2013-03-07 11:33:34,2013-03-07 11:35:02,MA006,Bathroom,Bathroom,ON,Control4-MotionArea,Toilet
2013-03-07,2013-03-07 11:35:04,2013-03-07 11:35:13,M003,OutsideDoor,Entry,ON,Control4-Motion,Leave_Home
2013-03-07,2013-03-07 11:35:48,2013-03-07 12:55:48,LS002,Ignore,Ignore,0,Control4-LightSensor,Other_Activity
2013-03-07,2013-03-07 12:58:51,2013-03-07 12:59:09,D002,OutsideDoor,FrontDoor,OPEN,Control4-Door,Enter_Home
2013-03-07,2013-03-07 12:59:19,2013-03-07 12:59:38,LS013,Ignore,Ignore,22,Control4-LightSensor,Other_Activity
2013-03-07,2013-03-07 12:59:38,2013-03-07 13:00:03,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Wash_Dishes
2013-03-07,2013-03-07 13:00:05,2013-03-07 13:00:30,LS013,Ignore,Ignore,27,Control4-LightSensor,Other_Activity
2013-03-07,2013-03-07 13:00:30,2013-03-07 13:04:07,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Wash_Dishes
2013-03-07,2013-03-07 13:04:07,2013-03-07 13:04:38,LS013,Ignore,Ignore,38,Control4-LightSensor,Other_Activity
2013-03-07,2013-03-07 13:04:41,2013-03-07 13:55:59,MA014,Bedroom,Bedroom,ON,Control4-MotionArea,Sleep
2013-03-07,2013-03-07 13:56:08,2013-03-07 13:59:00,MA015,Bedroom,Bedroom,ON,Control4-MotionArea,Dress
2013-03-07,2013-03-07 13:59:05,2013-03-07 13:59:49,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Other_Activity
2013-03-07,2013-03-07 13:59:50,2013-03-07 14:01:11,M001,Kitchen,Kitchen,ON,Control4-Motion,Wash_Dishes
2013-03-07,2013-03-07 14:01:11,2013-03-07 14:01:28,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Other_Activity
2013-03-07,2013-03-07 14:01:29,2013-03-07 14:05:49,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Dress
2013-03-07,2013-03-07 14:06:17,2013-03-07 14:06:31,M004,LivingRoom,Hall,ON,Control4-Motion,Leave_Home
2013-03-07,2013-03-07 14:07:48,2013-03-07 16:06:10,T107,Ignore,LivingRoomTemp,24,Control4-Temperature,Other_Activity
2013-03-07,2013-03-07 16:06:54,2013-03-07 16:07:30,D002,OutsideDoor,FrontDoor,OPEN,Control4-Door,Enter_Home
2013-03-07,2013-03-07 16:07:36,2013-03-07 16:08:25,MA014,Bedroom,Bedroom,ON,Control4-MotionArea,Other_Activity
2013-03-07,2013-03-07 16:08:25,2013-03-07 16:09:39,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Drink
2013-03-07,2013-03-07 16:09:45,2013-03-07 16:10:14,LS013,Ignore,Ignore,14,Control4-LightSensor,Other_Activity
2013-03-07,2013-03-07 16:10:14,2013-03-07 17:17:39,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Watch_TV
2013-03-07,2013-03-07 17:17:40,2013-03-07 17:18:03,MA015,Bedroom,Bedroom,ON,Control4-MotionArea,Other_Activity
2013-03-07,2013-03-07 17:18:03,2013-03-07 17:21:31,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Cook_Dinner
2013-03-07,2013-03-07 17:21:31,2013-03-07 17:21:43,LS002,Ignore,Ignore,1,Control4-LightSensor,Other_Activity
2013-03-07,2013-03-07 17:21:43,2013-03-07 17:24:40,MA016,LivingRoom,LivingRoom,ON,Control4-MotionArea,Phone
2013-03-07,2013-03-07 17:24:46,2013-03-07 17:24:46,LS007,Ignore,Ignore,1,Control4-LightSensor,Other_Activity
2013-03-07,2013-03-07 17:24:46,2013-03-07 19:22:30,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Watch_TV
2013-03-07,2013-03-07 19:22:30,2013-03-07 19:22:50,LS007,Ignore,Ignore,2,Control4-LightSensor,Other_Activity
2013-03-07,2013-03-07 19:22:50,2013-03-07 19:25:24,MA006,Bathroom,Bathroom,ON,Control4-MotionArea,Toilet
2013-03-07,2013-03-07 19:25:26,2013-03-07 19:26:08,M003,OutsideDoor,Entry,ON,Control4-Motion,Other_Activity
2013-03-07,2013-03-07 19:26:08,2013-03-07 19:48:37,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Cook_Dinner
2013-03-07,2013-03-07 19:48:38,2013-03-07 19:48:48,MA013,DiningRoom,DiningRoom,ON,Control4-MotionArea,Other_Activity
2013-03-07,2013-03-07 19:48:52,2013-03-07 20:06:12,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Eat_Dinner
2013-03-07,2013-03-07 20:06:18,2013-03-07 20:06:26,LS016,Ignore,Ignore,1,Control4-LightSensor,Other_Activity
2013-03-07,2013-03-07 20:06:26,2013-03-07 20:10:45,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Wash_Dinner_Dishes
2013-03-07,2013-03-07 20:10:45,2013-03-07 20:12:22,MA013,DiningRoom,DiningRoom,ON,Control4-MotionArea,Other_Activity
2013-03-07,2013-03-07 20:12:22,2013-03-07 20:13:15,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Wash_Dinner_Dishes
2013-03-07,2013-03-07 20:13:31,2013-03-07 20:14:45,MA013,DiningRoom,DiningRoom,ON,Control4-MotionArea,Other_Activity
2013-03-07,2013-03-07 20:14:45,2013-03-07 20:15:24,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Wash_Dinner_Dishes
2013-03-07,2013-03-07 20:15:25,2013-03-07 20:17:27,MA013,DiningRoom,DiningRoom,ON,Control4-MotionArea,Other_Activity
2013-03-07,2013-03-07 20:17:34,2013-03-07 20:20:25,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Wash_Dinner_Dishes
2013-03-07,2013-03-07 20:20:37,2013-03-07 20:20:37,LS011,Ignore,Ignore,31,Control4-LightSensor,Other_Activity
2013-03-07,2013-03-07 20:20:38,2013-03-07 20:25:19,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Evening_Meds
2013-03-07,2013-03-07 20:25:21,2013-03-07 20:25:55,LS013,Ignore,Ignore,0,Control4-LightSensor,Other_Activity
2013-03-07,2013-03-07 20:25:57,2013-03-07 20:35:43,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Watch_TV
2013-03-07,2013-03-07 20:35:50,2013-03-07 20:35:50,LS015,Ignore,Ignore,6,Control4-LightSensor,Other_Activity
2013-03-07,2013-03-07 20:35:50,2013-03-07 20:36:41,MA015,Bedroom,Bedroom,ON,Control4-MotionArea,Dress
2013-03-07,2013-03-07 20:36:57,2013-03-07 21:03:08,MA014,Bedroom,Bedroom,ON,Control4-MotionArea,Watch_TV
2013-03-07,2013-03-07 21:03:16,2013-03-07 21:03:24,M004,LivingRoom,Hall,ON,Control4-Motion,Other_Activity
2013-03-07,2013-03-07 21:03:26,2013-03-07 21:09:10,MA006,Bathroom,Bathroom,ON,Control4-MotionArea,Groom
2013-03-07,2013-03-07 21:09:15,2013-03-07 21:09:57,LS003,Ignore,Ignore,5,Control4-LightSensor,Other_Activity
2013-03-07,2013-03-07 21:09:57,2013-03-07 21:10:33,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Drink
2013-03-07,2013-03-07 21:10:34,2013-03-07 21:11:33,LS011,Ignore,Ignore,7,Control4-LightSensor,Other_Activity
2013-03-07,2013-03-07 21:11:33,2013-03-08 03:42:56,MA014,Bedroom,Bedroom,ON,Control4-MotionArea,Sleep
2013-03-14,2013-03-14 05:24:40,2013-03-14 05:25:22,MA015,Bedroom,Bedroom,ON,Control4-MotionArea,Other_Activity
2013-03-14,2013-03-14 05:25:22,2013-03-14 05:28:31,MA006,Bathroom,Bathroom,ON,Control4-MotionArea,Bed_Toilet_Transition
2013-03-14,2013-03-14 05:28:35,2013-03-14 05:29:13,LS006,Ignore,Ignore,0,Control4-LightSensor,Other_Activity
2013-03-14,2013-03-14 05:29:13,2013-03-14 08:36:30,MA014,Bedroom,Bedroom,ON,Control4-MotionArea,Sleep
2013-03-14,2013-03-14 08:36:55,2013-03-14 08:37:24,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Other_Activity
2013-03-14,2013-03-14 08:37:29,2013-03-14 08:42:22,MA006,Bathroom,Bathroom,ON,Control4-MotionArea,Toilet
2013-03-14,2013-03-14 08:42:26,2013-03-14 08:42:30,LS004,Ignore,Ignore,3,Control4-LightSensor,Other_Activity
2013-03-14,2013-03-14 08:42:35,2013-03-14 09:06:45,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Dress
2013-03-14,2013-03-14 09:06:50,2013-03-14 09:06:53,M004,LivingRoom,Hall,ON,Control4-Motion,Other_Activity
2013-03-14,2013-03-14 09:06:55,2013-03-14 09:08:38,MA006,Bathroom,Bathroom,ON,Control4-MotionArea,Toilet
2013-03-14,2013-03-14 09:08:38,2013-03-14 09:09:15,M004,LivingRoom,Hall,ON,Control4-Motion,Other_Activity
2013-03-14,2013-03-14 09:09:17,2013-03-14 09:09:41,MA006,Bathroom,Bathroom,ON,Control4-MotionArea,Personal_Hygiene
2013-03-14,2013-03-14 09:09:45,2013-03-14 09:10:07,LS003,Ignore,Ignore,0,Control4-LightSensor,Other_Activity
2013-03-14,2013-03-14 09:10:07,2013-03-14 09:14:17,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Cook_Breakfast
2013-03-14,2013-03-14 09:14:18,2013-03-14 09:14:18,LS011,Ignore,Ignore,30,Control4-LightSensor,Other_Activity
2013-03-14,2013-03-14 09:14:18,2013-03-14 09:15:05,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Morning_Meds
2013-03-14,2013-03-14 09:15:06,2013-03-14 09:15:33,MA013,DiningRoom,DiningRoom,ON,Control4-MotionArea,Other_Activity
2013-03-14,2013-03-14 09:15:33,2013-03-14 09:17:26,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Cook_Breakfast
2013-03-14,2013-03-14 09:17:27,2013-03-14 09:17:34,LS013,Ignore,Ignore,6,Control4-LightSensor,Other_Activity
2013-03-14,2013-03-14 09:17:37,2013-03-14 09:27:11,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Eat_Breakfast
2013-03-14,2013-03-14 09:27:11,2013-03-14 09:27:12,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Other_Activity
2013-03-14,2013-03-14 09:27:12,2013-03-14 09:27:12,MA015,Bedroom,Bedroom,OFF,Control4-MotionArea,Eat_Breakfast
2013-03-14,2013-03-14 09:27:13,2013-03-14 09:27:31,LS007,Ignore,Ignore,3,Control4-LightSensor,Other_Activity
2013-03-14,2013-03-14 09:27:43,2013-03-14 09:28:12,M004,LivingRoom,Hall,ON,Control4-Motion,Leave_Home
2013-03-14,2013-03-14 09:37:02,2013-03-14 10:37:10,LS007,Ignore,Ignore,4,Control4-LightSensor,Other_Activity
2013-03-14,2013-03-14 10:38:39,2013-03-14 10:39:14,D002,OutsideDoor,FrontDoor,OPEN,Control4-Door,Enter_Home
2013-03-14,2013-03-14 10:39:20,2013-03-14 10:40:37,MA016,LivingRoom,LivingRoom,ON,Control4-MotionArea,Other_Activity
2013-03-14,2013-03-14 10:40:49,2013-03-14 10:44:13,MA006,Bathroom,Bathroom,ON,Control4-MotionArea,Personal_Hygiene
2013-03-14,2013-03-14 10:44:15,2013-03-14 10:46:04,LS003,Ignore,Ignore,12,Control4-LightSensor,Other_Activity
2013-03-14,2013-03-14 10:46:04,2013-03-14 10:47:28,M001,Kitchen,Kitchen,ON,Control4-Motion,Drink
2013-03-14,2013-03-14 10:47:28,2013-03-14 10:55:41,MA013,DiningRoom,DiningRoom,ON,Control4-MotionArea,Other_Activity
2013-03-14,2013-03-14 10:55:41,2013-03-14 11:04:24,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Watch_TV
2013-03-14,2013-03-14 11:04:25,2013-03-14 11:04:57,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Other_Activity
2013-03-14,2013-03-14 11:04:59,2013-03-14 11:05:54,MA006,Bathroom,Bathroom,ON,Control4-MotionArea,Toilet
2013-03-14,2013-03-14 11:05:54,2013-03-14 11:07:17,LS006,Ignore,Ignore,2,Control4-LightSensor,Other_Activity
2013-03-14,2013-03-14 11:07:17,2013-03-14 11:10:53,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Dress
2013-03-14,2013-03-14 11:10:56,2013-03-14 11:11:00,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Other_Activity
2013-03-14,2013-03-14 11:11:11,2013-03-14 11:11:44,M004,LivingRoom,Hall,ON,Control4-Motion,Leave_Home
2013-03-14,2013-03-14 11:13:53,2013-03-14 14:43:52,LS013,Ignore,Ignore,6,Control4-LightSensor,Other_Activity
2013-03-14,2013-03-14 14:44:10,2013-03-14 14:44:26,D002,OutsideDoor,FrontDoor,OPEN,Control4-Door,Enter_Home
2013-03-14,2013-03-14 14:44:42,2013-03-14 14:45:24,MA016,LivingRoom,LivingRoom,ON,Control4-MotionArea,Other_Activity
2013-03-14,2013-03-14 14:47:53,2013-03-14 14:48:04,M004,LivingRoom,Hall,ON,Control4-Motion,Leave_Home
2013-03-14,2013-03-14 14:51:47,2013-03-14 15:30:58,T103,Ignore,BathroomTemp,23,Control4-Temperature,Other_Activity
2013-03-14,2013-03-14 15:32:04,2013-03-14 15:32:56,D002,OutsideDoor,FrontDoor,OPEN,Control4-Door,Enter_Home
2013-03-14,2013-03-14 15:33:02,2013-03-14 15:33:02,LS007,Ignore,Ignore,15,Control4-LightSensor,Other_Activity
2013-03-14,2013-03-14 15:33:02,2013-03-14 16:24:04,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Watch_TV
2013-03-14,2013-03-14 16:24:05,2013-03-14 16:24:59,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Other_Activity
2013-03-14,2013-03-14 16:25:08,2013-03-14 16:25:40,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Drink
2013-03-14,2013-03-14 16:25:40,2013-03-14 16:31:19,MA013,DiningRoom,DiningRoom,ON,Control4-MotionArea,Other_Activity
2013-03-14,2013-03-14 16:31:21,2013-03-14 16:32:48,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Cook_Dinner
2013-03-14,2013-03-14 16:32:49,2013-03-14 16:33:19,MA013,DiningRoom,DiningRoom,ON,Control4-MotionArea,Other_Activity
2013-03-14,2013-03-14 16:33:20,2013-03-14 16:38:04,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Cook_Dinner
2013-03-14,2013-03-14 16:38:04,2013-03-14 16:38:23,LS013,Ignore,Ignore,12,Control4-LightSensor,Other_Activity
2013-03-14,2013-03-14 16:38:23,2013-03-14 16:49:32,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Phone
2013-03-14,2013-03-14 16:49:47,2013-03-14 16:49:53,LS013,Ignore,Ignore,14,Control4-LightSensor,Other_Activity
2013-03-14,2013-03-14 16:49:53,2013-03-14 16:52:49,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Cook_Dinner
2013-03-14,2013-03-14 16:52:50,2013-03-14 16:53:08,MA013,DiningRoom,DiningRoom,ON,Control4-MotionArea,Other_Activity
2013-03-14,2013-03-14 16:53:09,2013-03-14 18:47:41,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Watch_TV
2013-03-14,2013-03-14 18:48:00,2013-03-14 18:48:48,M004,LivingRoom,Hall,ON,Control4-Motion,Other_Activity
2013-03-14,2013-03-14 18:48:48,2013-03-14 19:23:44,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Watch_TV
2013-03-14,2013-03-14 19:24:07,2013-03-14 19:24:45,M004,LivingRoom,Hall,ON,Control4-Motion,Other_Activity
2013-03-14,2013-03-14 19:24:47,2013-03-14 19:32:17,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Cook_Dinner
2013-03-14,2013-03-14 19:32:21,2013-03-14 19:32:21,LS011,Ignore,Ignore,28,Control4-LightSensor,Other_Activity
2013-03-14,2013-03-14 19:32:21,2013-03-14 19:33:11,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Evening_Meds
2013-03-14,2013-03-14 19:33:12,2013-03-14 19:36:05,MA013,DiningRoom,DiningRoom,ON,Control4-MotionArea,Other_Activity
2013-03-14,2013-03-14 19:36:05,2013-03-14 19:36:20,MA006,Bathroom,Bathroom,ON,Control4-MotionArea,Personal_Hygiene
2013-03-14,2013-03-14 19:36:22,2013-03-14 19:38:08,LS006,Ignore,Ignore,66,Control4-LightSensor,Other_Activity
2013-03-14,2013-03-14 19:38:08,2013-03-14 19:40:55,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Cook_Dinner
2013-03-14,2013-03-14 19:40:56,2013-03-14 19:41:19,LS013,Ignore,Ignore,0,Control4-LightSensor,Other_Activity
2013-03-14,2013-03-14 19:41:19,2013-03-14 19:48:36,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Eat_Dinner
2013-03-14,2013-03-14 19:48:46,2013-03-14 19:48:50,M004,LivingRoom,Hall,ON,Control4-Motion,Other_Activity
2013-03-14,2013-03-14 19:48:57,2013-03-14 19:54:20,MA006,Bathroom,Bathroom,ON,Control4-MotionArea,Personal_Hygiene
2013-03-14,2013-03-14 19:54:24,2013-03-14 19:54:40,LS004,Ignore,Ignore,4,Control4-LightSensor,Other_Activity
2013-03-14,2013-03-14 19:54:46,2013-03-14 22:33:02,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Watch_TV
2013-03-14,2013-03-14 22:33:18,2013-03-14 22:33:27,M004,LivingRoom,Hall,ON,Control4-Motion,Other_Activity
2013-03-14,2013-03-14 22:33:31,2013-03-14 22:36:56,MA006,Bathroom,Bathroom,ON,Control4-MotionArea,Groom
2013-03-14,2013-03-14 22:36:57,2013-03-14 22:37:17,LS006,Ignore,Ignore,0,Control4-LightSensor,Other_Activity
2013-03-14,2013-03-14 22:37:17,2013-03-14 22:37:35,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Dress
2013-03-14,2013-03-14 22:37:35,2013-03-15 01:47:40,MA015,Bedroom,Bedroom,ON,Control4-MotionArea,Sleep
2013-03-21,2013-03-21 05:00:44,2013-03-21 05:01:25,MA015,Bedroom,Bedroom,ON,Control4-MotionArea,Other_Activity
2013-03-21,2013-03-21 05:01:25,2013-03-21 05:05:16,MA006,Bathroom,Bathroom,ON,Control4-MotionArea,Bed_Toilet_Transition
2013-03-21,2013-03-21 05:05:18,2013-03-21 05:06:25,LS006,Ignore,Ignore,0,Control4-LightSensor,Other_Activity
2013-03-21,2013-03-21 05:06:32,2013-03-21 08:00:27,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Sleep
2013-03-21,2013-03-21 08:01:49,2013-03-21 08:01:50,M018,Kitchen,Freezer,ON,Control4-Motion,Other_Activity
2013-03-21,2013-03-21 08:03:14,2013-03-21 08:10:02,MA014,Bedroom,Bedroom,ON,Control4-MotionArea,Dress
2013-03-21,2013-03-21 08:10:11,2013-03-21 08:10:20,M004,LivingRoom,Hall,ON,Control4-Motion,Other_Activity
2013-03-21,2013-03-21 08:10:20,2013-03-21 08:14:28,MA006,Bathroom,Bathroom,ON,Control4-MotionArea,Personal_Hygiene
2013-03-21,2013-03-21 08:14:35,2013-03-21 08:16:31,LS004,Ignore,Ignore,3,Control4-LightSensor,Other_Activity
2013-03-21,2013-03-21 08:16:31,2013-03-21 08:22:06,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Cook_Breakfast
2013-03-21,2013-03-21 08:22:10,2013-03-21 08:23:01,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Morning_Meds
2013-03-21,2013-03-21 08:23:01,2013-03-21 08:23:12,LS013,Ignore,Ignore,8,Control4-LightSensor,Other_Activity
2013-03-21,2013-03-21 08:23:12,2013-03-21 08:29:12,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Eat_Breakfast
2013-03-21,2013-03-21 08:29:16,2013-03-21 08:29:22,LS016,Ignore,Ignore,12,Control4-LightSensor,Other_Activity
2013-03-21,2013-03-21 08:29:24,2013-03-21 08:29:24,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Wash_Breakfast_Dishes
2013-03-21,2013-03-21 08:29:24,2013-03-21 08:29:24,MA013,DiningRoom,DiningRoom,OFF,Control4-MotionArea,Other_Activity
2013-03-21,2013-03-21 08:29:24,2013-03-21 08:31:38,M001,Kitchen,Kitchen,ON,Control4-Motion,Wash_Breakfast_Dishes
2013-03-21,2013-03-21 08:31:38,2013-03-21 08:31:47,LS001,Ignore,Ignore,0,Control4-LightSensor,Other_Activity
2013-03-21,2013-03-21 08:31:49,2013-03-21 08:51:26,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Watch_TV
2013-03-21,2013-03-21 08:51:42,2013-03-21 08:54:55,MA016,LivingRoom,LivingRoom,ON,Control4-MotionArea,Other_Activity
2013-03-21,2013-03-21 08:54:58,2013-03-21 08:57:16,MA006,Bathroom,Bathroom,ON,Control4-MotionArea,Toilet
2013-03-21,2013-03-21 08:57:17,2013-03-21 08:58:19,LS006,Ignore,Ignore,0,Control4-LightSensor,Other_Activity
2013-03-21,2013-03-21 08:58:19,2013-03-21 09:01:00,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Dress
2013-03-21,2013-03-21 09:01:14,2013-03-21 09:01:14,LS004,Ignore,Ignore,3,Control4-LightSensor,Other_Activity
2013-03-21,2013-03-21 09:01:14,2013-03-21 09:01:28,M004,LivingRoom,Hall,ON,Control4-Motion,Leave_Home
2013-03-21,2013-03-21 09:05:04,2013-03-21 10:48:00,LS012,Ignore,Ignore,28,Control4-LightSensor,Other_Activity
2013-03-21,2013-03-21 10:48:38,2013-03-21 10:49:07,D002,OutsideDoor,FrontDoor,OPEN,Control4-Door,Enter_Home
2013-03-21,2013-03-21 10:49:21,2013-03-21 10:51:58,MA016,LivingRoom,LivingRoom,ON,Control4-MotionArea,Other_Activity
2013-03-21,2013-03-21 10:51:59,2013-03-21 10:53:32,MA006,Bathroom,Bathroom,ON,Control4-MotionArea,Toilet
2013-03-21,2013-03-21 10:53:36,2013-03-21 10:53:49,M004,LivingRoom,Hall,ON,Control4-Motion,Other_Activity
2013-03-21,2013-03-21 10:53:49,2013-03-21 10:55:11,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Drink
2013-03-21,2013-03-21 10:55:11,2013-03-21 10:56:01,MA013,DiningRoom,DiningRoom,ON,Control4-MotionArea,Other_Activity
2013-03-21,2013-03-21 10:56:01,2013-03-21 10:56:24,M004,LivingRoom,Hall,ON,Control4-Motion,Leave_Home
2013-03-21,2013-03-21 10:57:40,2013-03-21 11:53:23,LS015,Ignore,Ignore,38,Control4-LightSensor,Other_Activity
2013-03-21,2013-03-21 11:54:04,2013-03-21 11:54:58,D002,OutsideDoor,FrontDoor,OPEN,Control4-Door,Enter_Home
2013-03-21,2013-03-21 11:54:59,2013-03-21 11:56:39,LS011,Ignore,Ignore,47,Control4-LightSensor,Other_Activity
2013-03-21,2013-03-21 11:56:40,2013-03-21 12:04:08,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Cook_Lunch
2013-03-21,2013-03-21 12:04:09,2013-03-21 12:04:20,LS013,Ignore,Ignore,51,Control4-LightSensor,Other_Activity
