Date,StartDateTime,EndDateTime,Sensor,Translate01,Translate02,Message,SensorType,Activity
2013-03-05,2013-03-05 09:44:04,2013-03-05 09:45:44,LS013,Ignore,Ignore,11,Control4-LightSensor,Other_Activity
2013-03-05,2013-03-05 09:45:44,2013-03-05 09:45:44,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Wash_Breakfast_Dishes
2013-03-05,2013-03-05 09:45:44,2013-03-05 09:45:44,LS013,Ignore,Ignore,10,Control4-LightSensor,Other_Activity
2013-03-05,2013-03-05 09:45:44,2013-03-05 09:49:31,M001,Kitchen,Kitchen,ON,Control4-Motion,Wash_Breakfast_Dishes
2013-03-05,2013-03-05 09:49:32,2013-03-05 09:49:50,MA013,DiningRoom,DiningRoom,ON,Control4-MotionArea,Other_Activity
2013-03-05,2013-03-05 09:49:51,2013-03-05 10:00:13,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Phone
2013-03-05,2013-03-05 10:00:18,2013-03-05 10:00:26,MA016,LivingRoom,LivingRoom,ON,Control4-MotionArea,Other_Activity
2013-03-05,2013-03-05 10:00:26,2013-03-05 10:01:51,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Drink
2013-03-05,2013-03-05 10:01:51,2013-03-05 10:01:51,MA013,DiningRoom,DiningRoom,ON,Control4-MotionArea,Other_Activity
2013-03-05,2013-03-05 10:01:51,2013-03-05 10:01:51,MA011,Kitchen,Kitchen,OFF,Control4-MotionArea,Drink
2013-03-05,2013-03-05 10:01:54,2013-03-05 10:01:58,LS013,Ignore,Ignore,12,Control4-LightSensor,Other_Activity
2013-03-05,2013-03-05 10:02:02,2013-03-05 10:07:54,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Relax
2013-03-05,2013-03-05 10:07:57,2013-03-05 10:08:52,MA015,Bedroom,Bedroom,ON,Control4-MotionArea,Other_Activity
2013-03-05,2013-03-05 10:08:56,2013-03-05 10:08:56,MA015,Bedroom,Bedroom,ON,Control4-MotionArea,Watch_TV
2013-03-05,2013-03-05 10:08:58,2013-03-05 10:08:58,MA007,Bedroom,Bedroom,OFF,Control4-MotionArea,Other_Activity
2013-03-05,2013-03-05 10:08:59,2013-03-05 10:43:00,MA014,Bedroom,Bedroom,ON,Control4-MotionArea,Watch_TV
2013-03-05,2013-03-05 10:43:12,2013-03-05 10:43:15,LS013,Ignore,Ignore,19,Control4-LightSensor,Other_Activity
2013-03-05,2013-03-05 10:43:17,2013-03-05 10:44:56,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Drink
2013-03-05,2013-03-05 10:44:57,2013-03-05 10:45:53,LS013,Ignore,Ignore,20,Control4-LightSensor,Other_Activity
2013-03-05,2013-03-05 10:45:53,2013-03-05 11:27:26,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Watch_TV
2013-03-05,2013-03-05 11:27:30,2013-03-05 11:30:08,LS016,Ignore,Ignore,24,Control4-LightSensor,Other_Activity
2013-03-05,2013-03-05 11:30:09,2013-03-05 11:35:51,MA006,Bathroom,Bathroom,ON,Control4-MotionArea,Personal_Hygiene
2013-03-05,2013-03-05 11:35:54,2013-03-05 11:37:57,M004,LivingRoom,Hall,ON,Control4-Motion,Other_Activity
2013-03-05,2013-03-05 11:38:04,2013-03-05 11:42:43,M001,Kitchen,Kitchen,ON,Control4-Motion,Cook_Lunch
2013-03-05,2013-03-05 11:42:44,2013-03-05 11:43:03,LS013,Ignore,Ignore,14,Control4-LightSensor,Other_Activity
2013-03-05,2013-03-05 11:43:04,2013-03-05 11:43:21,M001,Kitchen,Kitchen,ON,Control4-Motion,Cook_Lunch
2013-03-05,2013-03-05 11:43:23,2013-03-05 11:43:40,MA013,DiningRoom,DiningRoom,ON,Control4-MotionArea,Other_Activity
2013-03-05,2013-03-05 11:43:40,2013-03-05 11:47:14,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Cook_Lunch
2013-03-05,2013-03-05 11:47:14,2013-03-05 11:47:14,LS013,Ignore,Ignore,16,Control4-LightSensor,Other_Activity
2013-03-05,2013-03-05 11:47:15,2013-03-05 11:47:15,M001,Kitchen,Kitchen,OFF,Control4-Motion,Cook_Lunch
2013-03-05,2013-03-05 11:47:16,2013-03-05 11:48:20,MA013,DiningRoom,DiningRoom,OFF,Control4-MotionArea,Other_Activity
2013-03-05,2013-03-05 11:48:21,2013-03-05 11:50:23,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Cook_Lunch
2013-03-05,2013-03-05 11:50:25,2013-03-05 11:52:24,MA013,DiningRoom,DiningRoom,ON,Control4-MotionArea,Other_Activity
2013-03-05,2013-03-05 11:52:25,2013-03-05 11:57:19,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Cook_Lunch
2013-03-05,2013-03-05 11:57:20,2013-03-05 11:57:49,MA013,DiningRoom,DiningRoom,ON,Control4-MotionArea,Other_Activity
2013-03-05,2013-03-05 11:57:49,2013-03-05 12:01:42,M001,Kitchen,Kitchen,ON,Control4-Motion,Cook_Lunch
2013-03-05,2013-03-05 12:01:42,2013-03-05 12:03:26,MA013,DiningRoom,DiningRoom,ON,Control4-MotionArea,Other_Activity
2013-03-05,2013-03-05 12:03:26,2013-03-05 12:04:00,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Eat_Lunch
2013-03-05,2013-03-05 12:04:00,2013-03-05 12:04:00,LS014,Ignore,Ignore,16,Control4-LightSensor,Other_Activity
2013-03-05,2013-03-05 12:04:00,2013-03-05 12:04:00,MA014,Bedroom,Bedroom,ON,Control4-MotionArea,Eat_Lunch
2013-03-05,2013-03-05 12:04:01,2013-03-05 12:04:01,LS007,Ignore,Ignore,21,Control4-LightSensor,Other_Activity
2013-03-05,2013-03-05 12:04:01,2013-03-05 12:04:01,MA007,Bedroom,Bedroom,OFF,Control4-MotionArea,Eat_Lunch
2013-03-05,2013-03-05 12:06:05,2013-03-05 12:24:01,LS012,Ignore,Ignore,27,Control4-LightSensor,Other_Activity
2013-03-05,2013-03-05 12:25:41,2013-03-05 12:41:26,MA014,Bedroom,Bedroom,ON,Control4-MotionArea,Watch_TV
2013-03-05,2013-03-05 12:41:32,2013-03-05 12:41:40,M004,LivingRoom,Hall,ON,Control4-Motion,Other_Activity
2013-03-05,2013-03-05 12:41:40,2013-03-05 12:43:40,MA006,Bathroom,Bathroom,ON,Control4-MotionArea,Toilet
2013-03-05,2013-03-05 12:43:41,2013-03-05 12:44:25,LS006,Ignore,Ignore,0,Control4-LightSensor,Other_Activity
2013-03-05,2013-03-05 12:44:26,2013-03-05 12:46:04,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Dress
2013-03-05,2013-03-05 12:46:05,2013-03-05 12:46:31,LS012,Ignore,Ignore,38,Control4-LightSensor,Other_Activity
2013-03-05,2013-03-05 12:46:35,2013-03-05 12:47:12,M004,LivingRoom,Hall,ON,Control4-Motion,Leave_Home
2013-03-05,2013-03-05 12:55:19,2013-03-05 15:26:26,T106,Ignore,KitchenTemp,24,Control4-Temperature,Other_Activity
2013-03-05,2013-03-05 15:32:25,2013-03-05 15:38:58,D002,OutsideDoor,FrontDoor,OPEN,Control4-Door,Enter_Home
2013-03-05,2013-03-05 15:39:09,2013-03-05 15:49:16,MA013,DiningRoom,DiningRoom,ON,Control4-MotionArea,Other_Activity
2013-03-05,2013-03-05 15:49:21,2013-03-05 15:52:21,MA006,Bathroom,Bathroom,ON,Control4-MotionArea,Toilet
2013-03-05,2013-03-05 15:52:24,2013-03-05 15:52:43,M004,LivingRoom,Hall,ON,Control4-Motion,Other_Activity
2013-03-05,2013-03-05 15:52:44,2013-03-05 15:54:26,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Drink
2013-03-05,2013-03-05 15:54:28,2013-03-05 15:56:55,MA013,DiningRoom,DiningRoom,ON,Control4-MotionArea,Other_Activity
2013-03-05,2013-03-05 15:56:55,2013-03-05 16:25:53,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Watch_TV
2013-03-05,2013-03-05 16:25:54,2013-03-05 16:26:27,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Other_Activity
2013-03-05,2013-03-05 16:26:27,2013-03-05 16:26:35,M003,OutsideDoor,Entry,ON,Control4-Motion,Leave_Home
2013-03-05,2013-03-05 16:32:18,2013-03-05 16:32:29,M003,OutsideDoor,Entry,ON,Control4-Motion,Enter_Home
2013-03-05,2013-03-05 16:32:30,2013-03-05 16:35:02,M004,LivingRoom,Hall,ON,Control4-Motion,Other_Activity
2013-03-05,2013-03-05 16:35:02,2013-03-05 16:54:25,MA014,Bedroom,Bedroom,ON,Control4-MotionArea,Phone
2013-03-05,2013-03-05 16:54:26,2013-03-05 16:55:08,LS013,Ignore,Ignore,6,Control4-LightSensor,Other_Activity
2013-03-05,2013-03-05 16:55:44,2013-03-05 16:55:57,M004,LivingRoom,Hall,ON,Control4-Motion,Leave_Home
2013-03-05,2013-03-05 17:03:03,2013-03-05 17:05:05,LS012,Ignore,Ignore,6,Control4-LightSensor,Other_Activity
2013-03-05,2013-03-05 17:10:08,2013-03-05 17:10:49,D002,OutsideDoor,FrontDoor,OPEN,Control4-Door,Enter_Home
2013-03-05,2013-03-05 17:10:53,2013-03-05 17:11:02,MA013,DiningRoom,DiningRoom,ON,Control4-MotionArea,Other_Activity
2013-03-05,2013-03-05 17:11:04,2013-03-05 17:11:37,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Cook_Dinner
2013-03-05,2013-03-05 17:11:38,2013-03-05 17:16:11,LS013,Ignore,Ignore,5,Control4-LightSensor,Other_Activity
2013-03-05,2013-03-05 17:16:12,2013-03-05 17:18:37,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Cook_Dinner
2013-03-05,2013-03-05 17:18:38,2013-03-05 17:18:49,MA013,DiningRoom,DiningRoom,ON,Control4-MotionArea,Other_Activity
2013-03-05,2013-03-05 17:18:50,2013-03-05 17:18:50,MA015,Bedroom,Bedroom,ON,Control4-MotionArea,Phone
2013-03-05,2013-03-05 17:18:54,2013-03-05 17:18:54,LS007,Ignore,Ignore,11,Control4-LightSensor,Other_Activity
2013-03-05,2013-03-05 17:18:54,2013-03-05 17:38:59,MA014,Bedroom,Bedroom,ON,Control4-MotionArea,Phone
2013-03-05,2013-03-05 17:39:00,2013-03-05 17:39:42,MA015,Bedroom,Bedroom,ON,Control4-MotionArea,Other_Activity
2013-03-05,2013-03-05 17:39:42,2013-03-05 17:43:28,M004,LivingRoom,Hall,ON,Control4-Motion,Step_Out
2013-03-05,2013-03-05 17:43:29,2013-03-05 17:43:29,LS006,Ignore,Ignore,2,Control4-LightSensor,Other_Activity
2013-03-05,2013-03-05 17:43:29,2013-03-05 17:43:53,MA006,Bathroom,Bathroom,ON,Control4-MotionArea,Personal_Hygiene
2013-03-05,2013-03-05 17:43:56,2013-03-05 17:44:11,M004,LivingRoom,Hall,ON,Control4-Motion,Other_Activity
2013-03-05,2013-03-05 17:44:11,2013-03-05 17:45:02,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Cook_Dinner
2013-03-05,2013-03-05 17:45:02,2013-03-05 17:45:16,MA013,DiningRoom,DiningRoom,ON,Control4-MotionArea,Other_Activity
2013-03-05,2013-03-05 17:45:19,2013-03-05 18:25:36,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Eat_Dinner
2013-03-05,2013-03-05 18:25:46,2013-03-05 18:25:48,MA013,DiningRoom,DiningRoom,ON,Control4-MotionArea,Other_Activity
2013-03-05,2013-03-05 18:25:49,2013-03-05 18:28:31,M001,Kitchen,Kitchen,ON,Control4-Motion,Wash_Dinner_Dishes
2013-03-05,2013-03-05 18:28:31,2013-03-05 18:28:31,LS013,Ignore,Ignore,3,Control4-LightSensor,Other_Activity
2013-03-05,2013-03-05 18:28:31,2013-03-05 18:28:31,MA011,Kitchen,Kitchen,OFF,Control4-MotionArea,Wash_Dinner_Dishes
2013-03-05,2013-03-05 18:28:34,2013-03-05 18:28:48,LS013,Ignore,Ignore,4,Control4-LightSensor,Other_Activity
2013-03-05,2013-03-05 18:28:48,2013-03-05 18:33:34,M003,OutsideDoor,Entry,ON,Control4-Motion,Step_Out
2013-03-05,2013-03-05 18:33:44,2013-03-05 18:34:55,M004,LivingRoom,Hall,ON,Control4-Motion,Other_Activity
2013-03-05,2013-03-05 18:34:57,2013-03-05 18:38:20,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Wash_Dishes
2013-03-05,2013-03-05 18:38:20,2013-03-05 18:38:51,LS011,Ignore,Ignore,5,Control4-LightSensor,Other_Activity
2013-03-05,2013-03-05 18:38:51,2013-03-05 19:20:37,MA015,Bedroom,Bedroom,ON,Control4-MotionArea,Watch_TV
2013-03-05,2013-03-05 19:20:45,2013-03-05 19:23:02,M004,LivingRoom,Hall,ON,Control4-Motion,Other_Activity
2013-03-05,2013-03-05 19:23:02,2013-03-05 19:31:47,MA014,Bedroom,Bedroom,ON,Control4-MotionArea,Watch_TV
2013-03-05,2013-03-05 19:31:57,2013-03-05 19:32:05,M004,LivingRoom,Hall,ON,Control4-Motion,Other_Activity
2013-03-05,2013-03-05 19:32:05,2013-03-05 19:37:18,MA006,Bathroom,Bathroom,ON,Control4-MotionArea,Personal_Hygiene
2013-03-05,2013-03-05 19:37:26,2013-03-05 19:37:43,M004,LivingRoom,Hall,ON,Control4-Motion,Other_Activity
2013-03-05,2013-03-05 19:37:43,2013-03-05 19:38:39,M001,Kitchen,Kitchen,ON,Control4-Motion,Drink
2013-03-05,2013-03-05 19:38:56,2013-03-05 19:38:56,LS011,Ignore,Ignore,32,Control4-LightSensor,Other_Activity
2013-03-05,2013-03-05 19:38:56,2013-03-05 19:40:06,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Evening_Meds
2013-03-05,2013-03-05 19:40:08,2013-03-05 19:41:22,LS013,Ignore,Ignore,0,Control4-LightSensor,Other_Activity
2013-03-05,2013-03-05 19:41:29,2013-03-05 19:43:01,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Dress
2013-03-05,2013-03-05 19:43:16,2013-03-05 19:43:16,T103,Ignore,BathroomTemp,23,Control4-Temperature,Other_Activity
2013-03-05,2013-03-05 19:43:31,2013-03-06 00:19:12,MA014,Bedroom,Bedroom,ON,Control4-MotionArea,Sleep
2013-03-12,2013-03-12 06:55:10,2013-03-12 06:57:05,MA014,Bedroom,Bedroom,ON,Control4-MotionArea,Other_Activity
2013-03-12,2013-03-12 06:57:11,2013-03-12 07:00:07,MA006,Bathroom,Bathroom,ON,Control4-MotionArea,Bed_Toilet_Transition
2013-03-12,2013-03-12 07:00:10,2013-03-12 07:02:17,LS006,Ignore,Ignore,0,Control4-LightSensor,Other_Activity
2013-03-12,2013-03-12 07:02:17,2013-03-12 09:07:46,MA014,Bedroom,Bedroom,ON,Control4-MotionArea,Sleep
2013-03-12,2013-03-12 09:08:27,2013-03-12 09:09:36,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Other_Activity
2013-03-12,2013-03-12 09:09:36,2013-03-12 09:14:07,MA006,Bathroom,Bathroom,ON,Control4-MotionArea,Personal_Hygiene
2013-03-12,2013-03-12 09:14:11,2013-03-12 09:17:26,LS004,Ignore,Ignore,5,Control4-LightSensor,Other_Activity
2013-03-12,2013-03-12 09:17:26,2013-03-12 09:24:06,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Cook_Breakfast
2013-03-12,2013-03-12 09:24:08,2013-03-12 09:24:08,LS013,Ignore,Ignore,7,Control4-LightSensor,Other_Activity
2013-03-12,2013-03-12 09:24:08,2013-03-12 09:24:08,M001,Kitchen,Kitchen,OFF,Control4-Motion,Cook_Breakfast
2013-03-12,2013-03-12 09:24:08,2013-03-12 09:24:08,LS011,Ignore,Ignore,33,Control4-LightSensor,Other_Activity
2013-03-12,2013-03-12 09:24:08,2013-03-12 09:24:08,MA011,Kitchen,Kitchen,OFF,Control4-MotionArea,Cook_Breakfast
2013-03-12,2013-03-12 09:24:10,2013-03-12 09:24:12,LS013,Ignore,Ignore,8,Control4-LightSensor,Other_Activity
2013-03-12,2013-03-12 09:24:14,2013-03-12 09:29:20,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Eat_Breakfast
2013-03-12,2013-03-12 09:29:28,2013-03-12 09:29:30,MA013,DiningRoom,DiningRoom,ON,Control4-MotionArea,Other_Activity
2013-03-12,2013-03-12 09:29:30,2013-03-12 09:33:29,M001,Kitchen,Kitchen,ON,Control4-Motion,Cook_Breakfast
2013-03-12,2013-03-12 09:33:30,2013-03-12 09:33:31,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Other_Activity
2013-03-12,2013-03-12 09:33:31,2013-03-12 09:33:31,M002,Kitchen,Kitchen,OFF,Control4-Motion,Cook_Breakfast
2013-03-12,2013-03-12 09:33:31,2013-03-12 09:33:39,M001,Kitchen,Kitchen,ON,Control4-Motion,Other_Activity
2013-03-12,2013-03-12 09:33:41,2013-03-12 09:36:55,MA015,Bedroom,Bedroom,ON,Control4-MotionArea,Eat_Breakfast
2013-03-12,2013-03-12 09:37:00,2013-03-12 09:37:07,MA016,LivingRoom,LivingRoom,ON,Control4-MotionArea,Other_Activity
2013-03-12,2013-03-12 09:37:07,2013-03-12 09:38:14,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Morning_Meds
2013-03-12,2013-03-12 09:38:14,2013-03-12 09:38:29,MA013,DiningRoom,DiningRoom,ON,Control4-MotionArea,Other_Activity
2013-03-12,2013-03-12 09:38:30,2013-03-12 10:12:13,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Watch_TV
2013-03-12,2013-03-12 10:12:26,2013-03-12 10:15:08,MA016,LivingRoom,LivingRoom,ON,Control4-MotionArea,Other_Activity
2013-03-12,2013-03-12 10:15:11,2013-03-12 10:59:04,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Watch_TV
2013-03-12,2013-03-12 10:59:20,2013-03-12 10:59:27,M004,LivingRoom,Hall,ON,Control4-Motion,Other_Activity
2013-03-12,2013-03-12 10:59:27,2013-03-12 11:02:06,MA006,Bathroom,Bathroom,ON,Control4-MotionArea,Groom
2013-03-12,2013-03-12 11:02:08,2013-03-12 11:03:27,LS006,Ignore,Ignore,66,Control4-LightSensor,Other_Activity
2013-03-12,2013-03-12 11:03:27,2013-03-12 11:08:08,M001,Kitchen,Kitchen,ON,Control4-Motion,Wash_Dishes
2013-03-12,2013-03-12 11:08:08,2013-03-12 11:08:30,LS002,Ignore,Ignore,0,Control4-LightSensor,Other_Activity
2013-03-12,2013-03-12 11:08:40,2013-03-12 11:14:40,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Watch_TV
2013-03-12,2013-03-12 11:14:42,2013-03-12 12:13:53,MA014,Bedroom,Bedroom,ON,Control4-MotionArea,Sleep
2013-03-12,2013-03-12 12:13:55,2013-03-12 12:16:08,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Other_Activity
2013-03-12,2013-03-12 12:16:08,2013-03-12 12:18:08,MA006,Bathroom,Bathroom,ON,Control4-MotionArea,Toilet
2013-03-12,2013-03-12 12:18:11,2013-03-12 12:19:50,LS013,Ignore,Ignore,16,Control4-LightSensor,Other_Activity
2013-03-12,2013-03-12 12:19:52,2013-03-12 12:25:58,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Wash_Dishes
2013-03-12,2013-03-12 12:25:59,2013-03-12 12:26:16,LS013,Ignore,Ignore,19,Control4-LightSensor,Other_Activity
2013-03-12,2013-03-12 12:26:16,2013-03-12 12:26:16,MA014,Bedroom,Bedroom,ON,Control4-MotionArea,Relax
2013-03-12,2013-03-12 12:26:18,2013-03-12 12:26:18,MA015,Bedroom,Bedroom,OFF,Control4-MotionArea,Other_Activity
2013-03-12,2013-03-12 12:26:18,2013-03-12 12:26:19,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Relax
2013-03-12,2013-03-12 12:26:21,2013-03-12 12:26:21,LS007,Ignore,Ignore,12,Control4-LightSensor,Other_Activity
2013-03-12,2013-03-12 12:26:21,2013-03-12 12:26:21,MA007,Bedroom,Bedroom,OFF,Control4-MotionArea,Relax
2013-03-12,2013-03-12 12:27:08,2013-03-12 12:40:36,T106,Ignore,KitchenTemp,24,Control4-Temperature,Other_Activity
2013-03-12,2013-03-12 12:45:53,2013-03-12 12:45:53,MA014,Bedroom,Bedroom,ON,Control4-MotionArea,Relax
2013-03-12,2013-03-12 12:45:53,2013-03-12 12:45:53,LS011,Ignore,Ignore,34,Control4-LightSensor,Other_Activity
2013-03-12,2013-03-12 12:45:54,2013-03-12 12:45:54,MA014,Bedroom,Bedroom,OFF,Control4-MotionArea,Relax
2013-03-12,2013-03-12 12:45:55,2013-03-12 12:54:40,MA014,Bedroom,Bedroom,ON,Control4-MotionArea,Other_Activity
2013-03-12,2013-03-12 12:54:40,2013-03-12 13:01:27,MA015,Bedroom,Bedroom,ON,Control4-MotionArea,Dress
2013-03-12,2013-03-12 13:01:29,2013-03-12 13:02:29,MA015,Bedroom,Bedroom,ON,Control4-MotionArea,Watch_TV
2013-03-12,2013-03-12 13:02:38,2013-03-12 13:03:08,MA015,Bedroom,Bedroom,ON,Control4-MotionArea,Other_Activity
2013-03-12,2013-03-12 13:03:12,2013-03-12 13:12:22,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Watch_TV
2013-03-12,2013-03-12 13:12:27,2013-03-12 13:12:32,LS004,Ignore,Ignore,6,Control4-LightSensor,Other_Activity
2013-03-12,2013-03-12 13:12:32,2013-03-12 13:15:45,MA006,Bathroom,Bathroom,ON,Control4-MotionArea,Groom
2013-03-12,2013-03-12 13:15:51,2013-03-12 13:16:41,M004,LivingRoom,Hall,ON,Control4-Motion,Other_Activity
2013-03-12,2013-03-12 13:16:41,2013-03-12 13:17:02,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Drink
2013-03-12,2013-03-12 13:17:03,2013-03-12 13:17:41,LS013,Ignore,Ignore,6,Control4-LightSensor,Other_Activity
2013-03-12,2013-03-12 13:17:41,2013-03-12 13:23:30,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Watch_TV
2013-03-12,2013-03-12 13:23:38,2013-03-12 13:24:02,LS013,Ignore,Ignore,8,Control4-LightSensor,Other_Activity
2013-03-12,2013-03-12 13:24:02,2013-03-12 13:24:21,M004,LivingRoom,Hall,ON,Control4-Motion,Leave_Home
2013-03-12,2013-03-12 13:25:44,2013-03-12 16:01:56,LS006,Ignore,Ignore,4,Control4-LightSensor,Other_Activity
2013-03-12,2013-03-12 16:02:09,2013-03-12 16:02:55,D002,OutsideDoor,FrontDoor,OPEN,Control4-Door,Enter_Home
2013-03-12,2013-03-12 16:03:01,2013-03-12 16:03:06,MA013,DiningRoom,DiningRoom,ON,Control4-MotionArea,Other_Activity
2013-03-12,2013-03-12 16:03:06,2013-03-12 16:18:23,M001,Kitchen,Kitchen,ON,Control4-Motion,Cook_Dinner
2013-03-12,2013-03-12 16:18:23,2013-03-12 16:18:36,LS013,Ignore,Ignore,7,Control4-LightSensor,Other_Activity
2013-03-12,2013-03-12 16:18:36,2013-03-12 16:46:07,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Watch_TV
2013-03-12,2013-03-12 16:46:08,2013-03-12 16:46:13,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Other_Activity
2013-03-12,2013-03-12 16:46:13,2013-03-12 16:46:13,MA015,Bedroom,Bedroom,OFF,Control4-MotionArea,Watch_TV
2013-03-12,2013-03-12 16:46:14,2013-03-12 16:47:30,MA007,Bedroom,Bedroom,OFF,Control4-MotionArea,Other_Activity
2013-03-12,2013-03-12 16:47:32,2013-03-12 16:48:11,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Cook_Dinner
2013-03-12,2013-03-12 16:48:14,2013-03-12 16:48:35,MA013,DiningRoom,DiningRoom,ON,Control4-MotionArea,Other_Activity
2013-03-12,2013-03-12 16:48:35,2013-03-12 16:51:37,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Cook_Dinner
2013-03-12,2013-03-12 16:51:37,2013-03-12 16:51:47,LS013,Ignore,Ignore,7,Control4-LightSensor,Other_Activity
2013-03-12,2013-03-12 16:51:51,2013-03-12 16:57:33,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Watch_TV
2013-03-12,2013-03-12 16:57:50,2013-03-12 16:57:53,LS013,Ignore,Ignore,6,Control4-LightSensor,Other_Activity
2013-03-12,2013-03-12 16:57:53,2013-03-12 17:00:39,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Cook_Dinner
2013-03-12,2013-03-12 17:00:41,2013-03-12 17:00:57,LS013,Ignore,Ignore,5,Control4-LightSensor,Other_Activity
