Date,StartDateTime,EndDateTime,Sensor,Translate01,Translate02,Message,SensorType,Activity
2013-03-03,2013-03-03 18:20:00,2013-03-03 18:23:14,LS004,Ignore,Ignore,3,Control4-LightSensor,Other_Activity
2013-03-03,2013-03-03 18:23:25,2013-03-03 18:25:26,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Cook_Dinner
2013-03-03,2013-03-03 18:25:26,2013-03-03 18:25:53,MA013,DiningRoom,DiningRoom,ON,Control4-MotionArea,Other_Activity
2013-03-03,2013-03-03 18:25:53,2013-03-03 18:28:05,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Cook_Dinner
2013-03-03,2013-03-03 18:28:06,2013-03-03 18:28:17,LS013,Ignore,Ignore,3,Control4-LightSensor,Other_Activity
2013-03-03,2013-03-03 18:28:17,2013-03-03 18:29:59,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Eat_Dinner
2013-03-03,2013-03-03 18:30:10,2013-03-03 18:30:44,LS013,Ignore,Ignore,4,Control4-LightSensor,Other_Activity
2013-03-03,2013-03-03 18:30:44,2013-03-03 18:43:09,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Eat_Dinner
2013-03-03,2013-03-03 18:44:11,2013-03-03 18:48:34,T104,Ignore,BedroomTemp,23,Control4-Temperature,Other_Activity
2013-03-03,2013-03-03 18:52:05,2013-03-03 19:53:35,MA014,Bedroom,Bedroom,ON,Control4-MotionArea,Watch_TV
2013-03-03,2013-03-03 19:53:44,2013-03-03 19:54:04,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Other_Activity
2013-03-03,2013-03-03 19:54:04,2013-03-03 19:54:38,M001,Kitchen,Kitchen,ON,Control4-Motion,Evening_Meds
2013-03-03,2013-03-03 19:54:39,2013-03-03 19:55:08,LS013,Ignore,Ignore,3,Control4-LightSensor,Other_Activity
2013-03-03,2013-03-03 19:55:16,2013-03-03 19:56:01,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Watch_TV
2013-03-03,2013-03-03 19:56:09,2013-03-03 19:56:24,M004,LivingRoom,Hall,ON,Control4-Motion,Other_Activity
2013-03-03,2013-03-03 19:56:32,2013-03-03 20:08:36,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Watch_TV
2013-03-03,2013-03-03 20:08:36,2013-03-03 20:08:54,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Other_Activity
2013-03-03,2013-03-03 20:08:54,2013-03-03 20:13:57,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Wash_Dinner_Dishes
2013-03-03,2013-03-03 20:13:58,2013-03-03 20:14:51,LS002,Ignore,Ignore,3,Control4-LightSensor,Other_Activity
2013-03-03,2013-03-03 20:14:56,2013-03-03 20:19:30,MA015,Bedroom,Bedroom,ON,Control4-MotionArea,Watch_TV
2013-03-03,2013-03-03 20:19:30,2013-03-03 20:19:30,MA014,Bedroom,Bedroom,ON,Control4-MotionArea,Other_Activity
2013-03-03,2013-03-03 20:19:31,2013-03-03 20:19:31,MA007,Bedroom,Bedroom,OFF,Control4-MotionArea,Watch_TV
2013-03-03,2013-03-03 20:19:32,2013-03-03 20:19:32,MA015,Bedroom,Bedroom,ON,Control4-MotionArea,Dress
2013-03-03,2013-03-03 20:19:33,2013-03-03 20:19:35,MA014,Bedroom,Bedroom,OFF,Control4-MotionArea,Other_Activity
2013-03-03,2013-03-03 20:19:35,2013-03-03 20:19:35,MA015,Bedroom,Bedroom,OFF,Control4-MotionArea,Dress
2013-03-03,2013-03-03 20:19:36,2013-03-03 20:19:36,LS007,Ignore,Ignore,15,Control4-LightSensor,Other_Activity
2013-03-03,2013-03-03 20:19:36,2013-03-03 20:20:19,MA007,Bedroom,Bedroom,OFF,Control4-MotionArea,Dress
2013-03-03,2013-03-03 20:20:22,2013-03-03 20:20:35,LS012,Ignore,Ignore,0,Control4-LightSensor,Other_Activity
2013-03-03,2013-03-03 20:20:35,2013-03-03 20:28:40,MA006,Bathroom,Bathroom,ON,Control4-MotionArea,Groom
2013-03-03,2013-03-03 20:28:40,2013-03-03 20:30:23,LS006,Ignore,Ignore,0,Control4-LightSensor,Other_Activity
2013-03-03,2013-03-03 20:30:24,2013-03-04 00:47:06,MA015,Bedroom,Bedroom,ON,Control4-MotionArea,Sleep
2013-03-10,2013-03-10 05:56:30,2013-03-10 07:06:04,MA014,Bedroom,Bedroom,ON,Control4-MotionArea,Watch_TV
2013-03-10,2013-03-10 07:06:06,2013-03-10 07:06:33,LS007,Ignore,Ignore,14,Control4-LightSensor,Other_Activity
2013-03-10,2013-03-10 07:06:33,2013-03-10 07:12:52,MA006,Bathroom,Bathroom,ON,Control4-MotionArea,Personal_Hygiene
2013-03-10,2013-03-10 07:13:00,2013-03-10 07:13:49,LS004,Ignore,Ignore,3,Control4-LightSensor,Other_Activity
2013-03-10,2013-03-10 07:13:51,2013-03-10 07:13:58,MA006,Bathroom,Bathroom,ON,Control4-MotionArea,Personal_Hygiene
2013-03-10,2013-03-10 07:14:00,2013-03-10 07:14:02,T103,Ignore,BathroomTemp,23,Control4-Temperature,Other_Activity
2013-03-10,2013-03-10 07:14:02,2013-03-10 07:14:02,MA006,Bathroom,Bathroom,OFF,Control4-MotionArea,Personal_Hygiene
2013-03-10,2013-03-10 07:14:07,2013-03-10 07:14:19,LS004,Ignore,Ignore,3,Control4-LightSensor,Other_Activity
2013-03-10,2013-03-10 07:14:19,2013-03-10 07:26:30,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Dress
2013-03-10,2013-03-10 07:26:33,2013-03-10 07:28:07,MA016,LivingRoom,LivingRoom,ON,Control4-MotionArea,Other_Activity
2013-03-10,2013-03-10 07:28:08,2013-03-10 07:28:28,M001,Kitchen,Kitchen,ON,Control4-Motion,Morning_Meds
2013-03-10,2013-03-10 07:28:28,2013-03-10 07:29:13,MA013,DiningRoom,DiningRoom,ON,Control4-MotionArea,Other_Activity
2013-03-10,2013-03-10 07:29:18,2013-03-10 07:31:40,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Dress
2013-03-10,2013-03-10 07:31:49,2013-03-10 07:32:53,M004,LivingRoom,Hall,ON,Control4-Motion,Leave_Home
2013-03-10,2013-03-10 07:36:36,2013-03-10 07:46:45,LS002,Ignore,Ignore,36,Control4-LightSensor,Other_Activity
2013-03-10,2013-03-10 07:48:24,2013-03-10 07:48:52,D002,OutsideDoor,FrontDoor,OPEN,Control4-Door,Enter_Home
2013-03-10,2013-03-10 07:48:58,2013-03-10 07:49:00,MA013,DiningRoom,DiningRoom,ON,Control4-MotionArea,Other_Activity
2013-03-10,2013-03-10 07:49:01,2013-03-10 07:50:09,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Cook_Breakfast
2013-03-10,2013-03-10 07:50:09,2013-03-10 07:53:36,LS013,Ignore,Ignore,4,Control4-LightSensor,Other_Activity
2013-03-10,2013-03-10 07:53:37,2013-03-10 08:04:09,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Cook_Breakfast
2013-03-10,2013-03-10 08:04:10,2013-03-10 08:04:22,LS013,Ignore,Ignore,4,Control4-LightSensor,Other_Activity
2013-03-10,2013-03-10 08:04:25,2013-03-10 08:04:25,MA015,Bedroom,Bedroom,ON,Control4-MotionArea,Eat_Breakfast
2013-03-10,2013-03-10 08:04:26,2013-03-10 08:04:26,MA007,Bedroom,Bedroom,OFF,Control4-MotionArea,Other_Activity
2013-03-10,2013-03-10 08:04:26,2013-03-10 08:30:04,MA014,Bedroom,Bedroom,ON,Control4-MotionArea,Eat_Breakfast
2013-03-10,2013-03-10 08:30:10,2013-03-10 09:12:08,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Watch_TV
2013-03-10,2013-03-10 09:12:17,2013-03-10 09:12:27,M004,LivingRoom,Hall,ON,Control4-Motion,Other_Activity
2013-03-10,2013-03-10 09:12:27,2013-03-10 09:15:15,MA006,Bathroom,Bathroom,ON,Control4-MotionArea,Groom
2013-03-10,2013-03-10 09:15:18,2013-03-10 09:15:56,M004,LivingRoom,Hall,ON,Control4-Motion,Other_Activity
2013-03-10,2013-03-10 09:15:57,2013-03-10 09:19:46,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Wash_Breakfast_Dishes
2013-03-10,2013-03-10 09:19:47,2013-03-10 09:19:56,LS013,Ignore,Ignore,9,Control4-LightSensor,Other_Activity
2013-03-10,2013-03-10 09:20:00,2013-03-10 10:15:00,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Watch_TV
2013-03-10,2013-03-10 10:15:08,2013-03-10 10:15:15,LS004,Ignore,Ignore,8,Control4-LightSensor,Other_Activity
2013-03-10,2013-03-10 10:15:15,2013-03-10 10:17:45,MA006,Bathroom,Bathroom,ON,Control4-MotionArea,Toilet
2013-03-10,2013-03-10 10:18:01,2013-03-10 10:23:56,LS004,Ignore,Ignore,9,Control4-LightSensor,Other_Activity
2013-03-10,2013-03-10 10:23:56,2013-03-10 10:26:12,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Wash_Dishes
2013-03-10,2013-03-10 10:26:17,2013-03-10 10:26:17,LS013,Ignore,Ignore,14,Control4-LightSensor,Other_Activity
2013-03-10,2013-03-10 10:26:17,2013-03-10 10:29:44,MA013,DiningRoom,DiningRoom,ON,Control4-MotionArea,Work_At_Table
2013-03-10,2013-03-10 10:29:51,2013-03-10 10:30:16,LS016,Ignore,Ignore,16,Control4-LightSensor,Other_Activity
2013-03-10,2013-03-10 10:30:23,2013-03-10 10:30:38,M004,LivingRoom,Hall,ON,Control4-Motion,Leave_Home
2013-03-10,2013-03-10 10:31:08,2013-03-10 13:38:00,T106,Ignore,KitchenTemp,24,Control4-Temperature,Other_Activity
2013-03-10,2013-03-10 13:39:08,2013-03-10 13:39:30,D002,OutsideDoor,FrontDoor,OPEN,Control4-Door,Enter_Home
2013-03-10,2013-03-10 13:39:41,2013-03-10 13:40:10,LS013,Ignore,Ignore,18,Control4-LightSensor,Other_Activity
2013-03-10,2013-03-10 13:40:10,2013-03-10 13:45:58,MA014,Bedroom,Bedroom,ON,Control4-MotionArea,Phone
2013-03-10,2013-03-10 13:45:59,2013-03-10 13:46:13,LS007,Ignore,Ignore,14,Control4-LightSensor,Other_Activity
2013-03-10,2013-03-10 13:46:13,2013-03-10 13:48:31,MA006,Bathroom,Bathroom,ON,Control4-MotionArea,Toilet
2013-03-10,2013-03-10 13:48:34,2013-03-10 13:53:08,M004,LivingRoom,Hall,ON,Control4-Motion,Other_Activity
2013-03-10,2013-03-10 13:53:10,2013-03-10 14:02:15,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Wash_Dishes
2013-03-10,2013-03-10 14:02:17,2013-03-10 14:02:36,LS013,Ignore,Ignore,12,Control4-LightSensor,Other_Activity
2013-03-10,2013-03-10 14:02:36,2013-03-10 15:51:16,MA014,Bedroom,Bedroom,ON,Control4-MotionArea,Sleep
2013-03-10,2013-03-10 15:51:17,2013-03-10 16:01:05,MA014,Bedroom,Bedroom,ON,Control4-MotionArea,Other_Activity
2013-03-10,2013-03-10 16:01:05,2013-03-10 16:02:32,M003,OutsideDoor,Entry,ON,Control4-Motion,Leave_Home
2013-03-10,2013-03-10 16:05:55,2013-03-10 16:07:49,LS013,Ignore,Ignore,7,Control4-LightSensor,Other_Activity
2013-03-10,2013-03-10 16:09:30,2013-03-10 16:09:30,M003,OutsideDoor,Entry,ON,Control4-Motion,Enter_Home
2013-03-10,2013-03-10 16:09:30,2013-03-10 16:09:30,T103,Ignore,BathroomTemp,23,Control4-Temperature,Other_Activity
2013-03-10,2013-03-10 16:09:36,2013-03-10 16:09:36,M003,OutsideDoor,Entry,OFF,Control4-Motion,Enter_Home
2013-03-10,2013-03-10 16:09:45,2013-03-10 16:09:45,LS006,Ignore,Ignore,2,Control4-LightSensor,Other_Activity
2013-03-10,2013-03-10 16:09:45,2013-03-10 16:09:54,MA006,Bathroom,Bathroom,ON,Control4-MotionArea,Personal_Hygiene
2013-03-10,2013-03-10 16:09:57,2013-03-10 16:16:01,M003,OutsideDoor,Entry,ON,Control4-Motion,Other_Activity
2013-03-10,2013-03-10 16:16:02,2013-03-10 16:23:26,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Wash_Dishes
2013-03-10,2013-03-10 16:23:26,2013-03-10 16:29:38,MA013,DiningRoom,DiningRoom,ON,Control4-MotionArea,Other_Activity
2013-03-10,2013-03-10 16:29:40,2013-03-10 16:42:12,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Wash_Dishes
2013-03-10,2013-03-10 16:42:12,2013-03-10 16:42:31,LS013,Ignore,Ignore,5,Control4-LightSensor,Other_Activity
2013-03-10,2013-03-10 16:42:31,2013-03-10 16:55:49,MA015,Bedroom,Bedroom,ON,Control4-MotionArea,Phone
2013-03-10,2013-03-10 16:55:50,2013-03-10 16:56:06,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Other_Activity
2013-03-10,2013-03-10 16:56:06,2013-03-10 17:07:09,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Wash_Dishes
2013-03-10,2013-03-10 17:07:12,2013-03-10 17:07:16,MA013,DiningRoom,DiningRoom,ON,Control4-MotionArea,Other_Activity
2013-03-10,2013-03-10 17:07:22,2013-03-10 17:08:18,M004,LivingRoom,Hall,ON,Control4-Motion,Leave_Home
2013-03-10,2013-03-10 17:13:44,2013-03-10 17:16:48,T106,Ignore,KitchenTemp,27,Control4-Temperature,Other_Activity
2013-03-10,2013-03-10 17:16:57,2013-03-10 17:17:28,M003,OutsideDoor,Entry,ON,Control4-Motion,Enter_Home
2013-03-10,2013-03-10 17:17:40,2013-03-10 17:17:40,LS006,Ignore,Ignore,2,Control4-LightSensor,Other_Activity
2013-03-10,2013-03-10 17:17:40,2013-03-10 17:18:02,MA006,Bathroom,Bathroom,ON,Control4-MotionArea,Personal_Hygiene
2013-03-10,2013-03-10 17:18:05,2013-03-10 17:18:16,LS004,Ignore,Ignore,4,Control4-LightSensor,Other_Activity
2013-03-10,2013-03-10 17:18:18,2013-03-10 17:45:35,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Cook_Dinner
2013-03-10,2013-03-10 17:45:36,2013-03-10 17:47:06,MA013,DiningRoom,DiningRoom,ON,Control4-MotionArea,Other_Activity
2013-03-10,2013-03-10 17:47:07,2013-03-10 17:50:50,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Cook_Dinner
2013-03-10,2013-03-10 17:50:51,2013-03-10 17:51:00,MA013,DiningRoom,DiningRoom,ON,Control4-MotionArea,Other_Activity
2013-03-10,2013-03-10 17:51:05,2013-03-10 18:17:17,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Eat_Dinner
2013-03-10,2013-03-10 18:17:24,2013-03-10 18:17:33,MA016,LivingRoom,LivingRoom,ON,Control4-MotionArea,Other_Activity
2013-03-10,2013-03-10 18:17:34,2013-03-10 18:18:50,MA011,Kitchen,Kitchen,ON,Control4-MotionArea,Evening_Meds
2013-03-10,2013-03-10 18:18:51,2013-03-10 18:19:00,MA013,DiningRoom,DiningRoom,ON,Control4-MotionArea,Other_Activity
2013-03-10,2013-03-10 18:19:05,2013-03-10 18:36:29,MA007,Bedroom,Bedroom,ON,Control4-MotionArea,Watch_TV
2013-03-10,2013-03-10 18:36:40,2013-03-10 18:36:46,LS012,Ignore,Ignore,7,Control4-LightSensor,Other_Activity
2013-03-10,2013-03-10 18:36:46,2013-03-10 18:36:59,M004,LivingRoom,Hall,ON,Control4-Motion,Leave_Home
2013-03-10,2013-03-10 18:38:36,2013-03-10 18:38:48,LS011,Ignore,Ignore,17,Control4-LightSensor,Other_Activity
